Date,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,Odd_H_Asi,Asian_Line,Odd_A_Asi,Goals_H_FT,Goals_A_FT
31-07-2025,India Durand Cup,ATK Mohun Bagan,Mohammedan SC,-28.305476190476185,18.7645238095238,-13.089999999999996,1.0,1.5/2,0.8,3,1
31-07-2025,Ecuador Campeonato Serie B  ,Atletico Vinotinto,Gualaceo SC,19.726666666666667,25.9575,22.000000000000007,0.98,0,0.83,1,2
31-07-2025,Peru Primera Division  ,AD Tarma,Alianza Universidad,0.1700000000000001,12.19,0.0,0.9,1,0.9,0,3
31-07-2025,Primera Division de Paraguay  ,Guarani CA,Sportivo Ameliano,-20.089871794871797,-2.78051282051282,9.82,1.03,0.5,0.78,4,1
31-07-2025,Peru Primera Division  ,Cusco FC,EM Deportivo Binacional,17.410000000000004,14.42,16.5,0.88,1.5/2,0.93,2,0
31-07-2025,Ecuador Campeonato Serie B  ,Chacaritas SC,9 de Octubre,8.380357142857143,6.7603571428571385,6.179999999999998,0.8,-0.666666667,1.0,1,1
31-07-2025,Primera Division de Paraguay  ,Clud Libertad,Atletico Tembetary,-20.606153846153845,-4.375384615384608,-39.36,0.95,1,0.85,3,1
31-07-2025,Copa do Brasil  ,Sao Paulo,Atletico Paranaense,-23.333333333333336,-11.1375,50.27,0.85,1,0.95,2,1
31-07-2025,Colombia Copa Cup  ,Dep.Independiente Medellin,Jaguares de Cordoba,-23.14303571428572,-17.570769230769233,-27.099999999999994,0.85,1.5,0.95,1,1
31-07-2025,Peru Primera Division  ,Juan Pablo II College,Alianza Lima,14.98,27.020000000000003,-26.0,0.98,-0.666666667,0.83,1,2
31-07-2025,Argentina Cup  ,Aldosivi Mar del Plata,Argentinos Juniors,-16.117777777777775,-15.273611111111114,16.47,0.78,-0.5,1.03,1,2
31-07-2025,Copa do Brasil  ,Flamengo,Atletico Mineiro,0.0922222222222224,33.862500000000004,-18.700000000000003,0.85,0.5/1,0.95,0,1
31-07-2025,Brazil Serie B  ,Vila Nova,Coritiba PR,-5.142222222222225,2.978888888888889,-34.68,1.08,0/0.5,0.73,1,2
31-07-2025,Colombia Copa Cup  ,Millonarios,Real Cartagena,-15.691558441558442,-7.051748251748251,0.9400000000000012,0.8,1/1.5,1.0,3,1
31-07-2025,Peru Primera Division  ,Universitario De Deportes,Atletico Grau,-32.84,9.18,34.0,1.0,1.5/2,0.8,3,1
