Id,status,home_goal,away_goal,home_ht_goal,away_ht_goal,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
2784569,FT,0.0,1.0,0.0,0.0,3.0,5.0,2,1,0,0
2784562,FT,1.0,1.0,1.0,1.0,9.0,4.0,1,3,0,0
2847361,FT,2.0,0.0,1.0,0.0,2.0,4.0,1,2,0,0
2847360,FT,1.0,1.0,0.0,1.0,6.0,6.0,3,3,0,0
2847357,FT,1.0,1.0,1.0,1.0,4.0,10.0,0,3,0,0
2847359,FT,0.0,0.0,0.0,0.0,3.0,2.0,1,2,0,0
2847364,FT,3.0,1.0,0.0,1.0,4.0,1.0,3,2,0,0
2847363,FT,6.0,0.0,4.0,0.0,4.0,4.0,2,1,0,1
2847356,FT,2.0,6.0,2.0,4.0,1.0,3.0,2,1,0,0
2847362,FT,2.0,1.0,0.0,0.0,4.0,4.0,2,3,0,0
2847358,FT,3.0,0.0,1.0,0.0,3.0,3.0,1,4,0,0
2839491,FT,1.0,1.0,0.0,0.0,4.0,5.0,3,1,1,1
2839497,FT,1.0,0.0,1.0,0.0,1.0,9.0,2,3,0,0
2839496,FT,1.0,1.0,1.0,1.0,5.0,8.0,1,3,0,0
2839495,FT,0.0,3.0,0.0,1.0,6.0,6.0,1,4,0,0
2839490,FT,2.0,1.0,1.0,0.0,5.0,4.0,1,1,0,0
2839492,FT,4.0,0.0,1.0,0.0,10.0,3.0,1,0,0,0
2793222,FT,3.0,2.0,3.0,1.0,6.0,1.0,2,5,0,0
2793223,FT,3.0,0.0,2.0,0.0,6.0,4.0,2,1,1,0
2891676,FT,0.0,1.0,0.0,1.0,8.0,7.0,0,5,0,0
2797593,FT,2.0,0.0,1.0,0.0,7.0,4.0,1,2,0,0
2797588,FT,0.0,0.0,0.0,0.0,2.0,2.0,2,0,0,0
2798596,FT,1.0,1.0,1.0,0.0,4.0,2.0,1,2,0,0
2881604,FT,1.0,1.0,1.0,0.0,1.0,9.0,2,1,0,0
2881598,FT,0.0,5.0,0.0,3.0,2.0,3.0,1,0,0,0
2881603,FT,1.0,2.0,0.0,1.0,3.0,10.0,0,3,0,0
2849392,FT,2.0,2.0,1.0,1.0,2.0,3.0,3,1,0,0
2851638,FT,2.0,3.0,0.0,2.0,6.0,3.0,2,2,1,0
2849393,FT,4.0,3.0,0.0,1.0,7.0,7.0,0,0,0,0
2849390,FT,1.0,0.0,0.0,0.0,7.0,5.0,0,0,0,0
2851639,FT,0.0,0.0,0.0,0.0,3.0,1.0,1,3,0,0
2849391,FT,4.0,2.0,0.0,2.0,2.0,3.0,1,3,0,0
2849389,FT,2.0,0.0,0.0,0.0,11.0,2.0,0,1,0,0
2849394,FT,3.0,1.0,2.0,0.0,9.0,3.0,3,2,0,0
2882047,FT,3.0,1.0,2.0,0.0,4.0,5.0,2,1,0,0
2893072,FT,0.0,0.0,0.0,0.0,5.0,4.0,0,3,0,0
2871827,FT,3.0,1.0,1.0,1.0,9.0,2.0,3,3,0,0
2871830,FT,4.0,1.0,2.0,1.0,5.0,5.0,6,1,0,0
2871825,FT,2.0,1.0,0.0,1.0,6.0,2.0,3,2,0,0
2888673,FT,1.0,3.0,1.0,2.0,1.0,6.0,0,4,0,0
2888662,FT,0.0,3.0,0.0,1.0,0.0,0.0,0,2,0,0
2888665,FT,3.0,3.0,1.0,0.0,1.0,2.0,1,2,0,0
2888668,FT,4.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0
2888655,FT,4.0,3.0,2.0,1.0,6.0,5.0,1,0,0,0
2888654,FT,0.0,2.0,0.0,0.0,1.0,4.0,4,1,0,0
2888679,FT,4.0,0.0,3.0,0.0,4.0,7.0,0,1,0,0
2888672,FT,1.0,0.0,1.0,0.0,6.0,6.0,2,2,0,0
2815678,FT,1.0,0.0,0.0,0.0,6.0,6.0,3,6,0,0
2815679,FT,0.0,1.0,0.0,1.0,7.0,2.0,0,2,0,0
2888692,FT,1.0,1.0,0.0,0.0,2.0,9.0,7,1,0,0
2888702,FT,1.0,1.0,0.0,1.0,0.0,9.0,4,2,0,0
2888718,FT,2.0,2.0,0.0,1.0,8.0,4.0,5,3,0,0
2888733,FT,0.0,4.0,0.0,1.0,1.0,10.0,4,3,1,0
2888708,FT,0.0,0.0,0.0,0.0,3.0,7.0,5,1,0,0
2888738,FT,1.0,3.0,1.0,1.0,5.0,4.0,2,0,0,0
2888711,FT,0.0,5.0,0.0,0.0,0.0,6.0,1,0,0,0
2888706,FT,0.0,11.0,0.0,4.0,3.0,7.0,0,1,0,0
2888730,FT,0.0,3.0,0.0,0.0,8.0,7.0,1,1,0,0
2888728,FT,1.0,5.0,0.0,2.0,0.0,6.0,0,0,0,0
2888737,FT,1.0,3.0,0.0,1.0,2.0,4.0,0,1,0,0
2888705,FT,2.0,1.0,1.0,0.0,1.0,6.0,4,3,1,0
2888725,FT,1.0,4.0,0.0,2.0,5.0,7.0,3,1,1,0
2888729,FT,0.0,4.0,0.0,1.0,2.0,5.0,1,1,0,0
