Date,Time,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_HT_A,M_H,M_A,Odd_H,Odd_D,Odd_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT,Odd_H_Asi,Asian_Line,Odd_A_Asi,Goals_H_FT,Goals_A_FT
2025-08-30,01:00,J2 League  ,Consadole Sapporo,RB Omiya Ardija,-33.63,4.720000000000002,0.551564878670254,-1.44499222753131,-0.4375402883899583,1.5939823505311783,-0.0021848011213535,2.7,3.5,2.38,1.007451939141352,1.596167151652532,Away,Home,1.0,0,0.8,1.0,0.0
2025-08-30,04:00,Chinese Football Association Yi League  ,Changchun XIdu Football Club,Guizhou Zhucheng Jingji FC,7.229999999999993,1.629999999999999,0.3589290901482126,1.6701577886104193,-0.1520850683854158,0.05788475397329,-1.1262161518519147,3.0,2.8,2.35,1.822242856995835,1.1841009058252048,Home,Home,0.9,0/0.5,0.9,1.0,2.0
2025-08-30,04:30,Chinese Football Association Yi League  ,Shanghai Port B,Guangzhou dandelion FC,-34.92,-24.5,0.5253791228900667,-1.5455877734165409,-0.3302617016116009,-0.6961447510400329,-0.2480016170603807,2.38,3.2,2.63,1.21532607180494,0.4481431339796522,Away,Away,0.8,0/-0.5,1.0,2.0,2.0
2025-08-30,05:00,J3 League  ,Osaka FC,SC Sagamihara,10.0,33.36000000000001,0.4733452175952347,0.3413894447619531,-0.164877668406781,1.0077492291616337,0.2050930545960005,1.75,2.9,5.0,0.5062671131687342,0.802656174565633,Home,Home,0.95,1/1.5,0.85,0.0,2.0
2025-08-30,05:00,J3 League  ,AC Nagano Parceiro,Giravanz Kitakyushu,-20.550000000000004,15.529999999999994,0.3449196980465603,0.712686642651685,1.6893891748350585,0.2640296156746006,0.0068461318475125,2.8,2.88,2.45,0.9767025321833734,0.2571834838270881,Away,Home,0.75,0,1.05,1.0,1.0
2025-08-30,05:00,J2 League  ,Mito Hollyhock,Renofa Yamaguchi,3.1800000000000037,30.45,0.5484822716279321,0.685269636691666,-0.6283178774694721,1.5449854281661075,-0.9294192507182306,1.85,3.4,4.2,1.3135875141611382,2.474404678884338,Home,Home,0.93,0.5,0.88,2.0,2.0
2025-08-30,05:00,J3 League  ,Azul Claro Numazu,Tochigi City,10.82,-10.82,0.3918960102907834,0.5105066869843842,-0.5415343398447113,-0.0967384670735398,1.3379206583301837,3.6,3.25,1.9,1.0520410268290954,1.434659125403723,Home,Away,0.98,0,0.83,4.0,5.0
2025-08-30,05:00,J3 League  ,Kochi United,Miyazaki,-16.9,-12.0,0.4254191508797608,-1.1533963114075214,-1.0995442234564596,-0.4922743968796489,0.7570714009231535,2.5,2.9,2.75,0.0538520879510617,1.2493457978028024,Away,Away,0.8,0/-0.5,1.0,1.0,2.0
2025-08-30,05:00,J3 League  ,Matsumoto Yamaga FC,Vanraure Hachinohe FC,-8.409999999999998,-13.599999999999994,0.2700099226562481,-0.8032241392763699,-0.7189814828332473,-0.1654015203782466,1.3416027455403707,3.2,3.0,2.1,0.0842426564431226,1.5070042659186174,Away,Away,1.0,0,0.8,0.0,0.0
2025-08-30,05:00,J1 League  ,Yokohama FC,Tokyo Verdy,-21.99,-23.22,0.2459071273835731,0.0990620000790973,0.63879704359981,-0.7560428201557793,0.8973661951700438,3.0,3.0,2.6,0.5397350435207127,1.6534090153258232,Away,Away,1.0,0,0.8,0.0,0.0
